,Species,Owner,CountryofOrigin,TopCountriesBags,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,NumberofBags,Bag.Weight,InCountryPartner,HarvestYear,GradingDate,Owner,Variety,ProcessingMethod,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,CategoryOneDefects,Quakers,Color,CategoryTwoDefects,Expiration,CertificationBody,CertificationAddress,CertificationContact,unitofmeasurement,altitudelowmeters,altitudehighmeters,altitudemeanmeters
177,Arabica,carcafe ltda ci,Colombia,1,,3-59-0318,neiva,3-59-0318,carcafe ltda,,pitalito,FRANKLIN DUSSAN,304,35 kg,AlmacafǸ,,"January 25th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,0,0,0,Green,1,"January 24th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
178,Arabica,federacion nacional de cafeteros,Colombia,1,,,cauca,Jan-76,federacion nacional de cafeteros,1800,cauca,,275,2 kg,AlmacafǸ,,"June 5th, 2015",Federacion Nacional de Cafeteros,Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,0,0,Green,0,"June 4th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800,1800,1800
179,Arabica,carcafe ltda ci,Colombia,1,,,neiva,3-59-0708,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,250,70 kg,AlmacafǸ,,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,83.75,0,0,0,Green,0,"November 26th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
180,Arabica,carcafe ltda ci,Colombia,1,,,neiva,3-59-0318,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,304,35 kg,AlmacafǸ,,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,Green,2,"November 26th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
181,Arabica,olam agro colombia,Colombia,1,,,trilladora asia,329,olam international ltd,1530,huila,,250,1 kg,AlmacafǸ,,"October 15th, 2014",Olam Agro Colombia,Other,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,0.12,0,0,Green,4,"October 15th, 2015",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1530,1530,1530
182,Arabica,olam agro colombia,Colombia,1,,,trilladora asia,613,olam international ltd,1600,huila,,250,1 kg,AlmacafǸ,,"December 18th, 2014",Olam Agro Colombia,Other,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,84,0.11,2,0,Green,7,"December 18th, 2015",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
183,Arabica,rob stephen,Colombia,1,,,,3-259-1444,olam specialty coffee,1550-1700m,huila,Agrotello Coop,100,2 lbs,Specialty Coffee Association,,"November 21st, 2014",Rob Stephen,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,83.67,0.11,0,0,,4,"November 21st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550,1700,1625
184,Arabica,compa��ia colombiana agroindustrial s.a,Colombia,1,,,trilladora boananza,15-3-79-0002,ecom cca sa,1813,huila,,250,70 kg,AlmacafǸ,,"October 15th, 2014",Compa��ia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,Green,1,"October 15th, 2015",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1813,1813,1813
185,Arabica,racafe & cia s.c.a,Colombia,1,,,,3-037-2273,,,,,270,70 kg,AlmacafǸ,,"September 3rd, 2010",Racafe & Cia S.C.A,,,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,82.67,0.21,0,0,,2,"September 3rd, 2011",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
186,Arabica,exportadora de cafe condor s.a,Colombia,1,,,trilladora bonanza - armenia quindioa,3-68-0205,,1600-1800msnm,huila,,250,70 kg,AlmacafǸ,,"June 14th, 2011",Exportadora de Cafe Condor S.A,,,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,0.08,0,0,,0,"June 13th, 2012",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1800,1700
187,Arabica,exportadora de cafe condor s.a,Colombia,1,,,triladora bonanza-armenia,3-68-0206,,1600-1800 msnm,huila,,250,70 kg,AlmacafǸ,,"June 14th, 2011",Exportadora de Cafe Condor S.A,,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,,0,"June 13th, 2012",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1800,1700
188,Arabica,carcafe ltda ci,Colombia,1,,,,3-059-1329,,1600 m.s.n.m,cauca,Carlos Peneche/Jesus Peneche/Flor Chac��n,275,70 kg,AlmacafǸ,,"April 20th, 2011",CARCAFE LTDA CI,,,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,83.75,0.1,0,0,,1,"April 19th, 2012",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
189,Arabica,carcafe ltda ci,Colombia,1,,,,3-059-1329,,1600 msnm,cauca,Carlos Pechene / Jesǧs Pechene / Flor Chac��n,275,70 kg,AlmacafǸ,,"April 18th, 2011",CARCAFE LTDA CI,,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,,5,"April 17th, 2012",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
190,Arabica,carcafe ltda ci,Colombia,1,,3-59-2888,cartago,3-59-2888,carcafe ltda,2527,nari��o,Jose Albeiro gomez,275,70 kg,AlmacafǸ,2017,"June 30th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83,0,1,0,Green,6,"June 30th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2527,2527,2527
191,Arabica,carcafe ltda ci,Colombia,1,,3-59-0075,neiva,3-59-0075,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,275,70 kg,AlmacafǸ,2017,"September 28th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,83.75,0.11,0,0,Green,1,"September 28th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
192,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-4468,bogota,3-37-4468,racafe & cia s.c.a,1500,guayata,,129,70 kg,AlmacafǸ,2017,"July 7th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,0.11,0,0,Green,1,"July 7th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1500,1500,1500
193,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-1829,bachue,3-37-1829,racafe & cia s.c.a,,huila,La Plata,135,70 kg,AlmacafǸ,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,85,0,0,0,Green,3,"February 15th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
194,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-0277,bachue,3-37-0277,racafe & cia s.c.a,,huila,La Plata,243,70 kg,AlmacafǸ,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84.92,0,1,6,,2,"November 25th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
195,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-1724,bucaramanga,3-37-1724,racafe & cia s.c.a,1500,santander,,250,70 kg,AlmacafǸ,2016,"January 10th, 2017",Racafe & Cia S.C.A,Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,Blue-Green,4,"January 10th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1500,1500,1500
196,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-1291,bachue,3-37-1291,racafe & cia s.c.a,,huila,La Plata,125,70 kg,AlmacafǸ,2016,"December 28th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,1,Green,5,"December 28th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
197,Arabica,raǧl vargas,Colombia,1,,1,san josǸ / neiva,03-05-0845,skn caribecafe ltda,,huila,,275,70 kg,AlmacafǸ,2016,"February 20th, 2017",Raǧl Vargas,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,0,3,Green,5,"February 20th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
198,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-1704,bogota - bachue,3-37-1704,racafe & cia s.c.a,,la plata,,275,70 kg,AlmacafǸ,2016,"February 16th, 2016",Racafe & Cia S.C.A,,,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,0,2,,4,"February 15th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
199,Arabica,carcafe ltda ci,Colombia,1,,3-59-3461,pasto,3-59-3461,carcafe ltda,2560,nari��o,JOSE ALBEIRO GOMEZ,275,70 kg,AlmacafǸ,2016,"August 5th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,0.11,0,0,Green,2,"August 5th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2560,2560,2560
200,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-3825,bachue,3-37-3825,racafe & cia s.c.a,,huila,La Plata,250,70 kg,AlmacafǸ,2016,"August 19th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,0,0,0,Green,2,"August 19th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
201,Arabica,carcafe ltda ci,Colombia,1,,3-59-1772,neiva,3-59-1772,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,250,70 kg,AlmacafǸ,2016,"February 11th, 2016",CARCAFE LTDA CI,,,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,83.92,0.11,1,0,Green,2,"February 10th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
202,Arabica,almacafe,Colombia,1,,3-37-1606,bachuǸ,Mar-37,racafe & cia s.c.a,,la plata,,226,70 kg,AlmacafǸ,2016,"January 21st, 2016",ALMACAFE,,,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,83.92,0,1,3,,5,"January 20th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
203,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-2112,bachue,3-37-2112,racafe & cia s.c.a,,huila,La Plata,275,70 kg,AlmacafǸ,2016,"March 14th, 2017",Racafe & Cia S.C.A,Caturra,,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,83.83,0,1,2,Green,0,"March 14th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
204,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-1510,bachue,3-37-1510,racafe & cia s.c.a,,huila,La Plata,275,70 kg,AlmacafǸ,2016,"February 15th, 2017",Racafe & Cia S.C.A,,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,83.75,0,1,0,Green,4,"February 15th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
205,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-2548,bachue,3-37-2548,racafe & cia s.c.a,,huila,La Plata,275,70 kg,AlmacafǸ,2016,"April 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.11,0,0,Green,4,"April 15th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
206,Arabica,carcafe ltda ci,Colombia,1,,3-59-1695,bogota,3-59-1695,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,50,70 kg,AlmacafǸ,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0,Bluish-Green,5,"February 20th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1799,1799,1799
207,Arabica,carcafe ltda ci,Colombia,1,,3-59-1919,neiva,3-59-1919,carcafe ltda,1000,pitalito,Mecias Urbano / Yaniver Alvarez,250,70 kg,AlmacafǸ,2016,"April 7th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0,Green,0,"April 7th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1000,1000,1000
208,Arabica,carcafe ltda ci,Colombia,1,,3-59-2318,cartago,3-59-2318,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29 kg,AlmacafǸ,2016,"May 10th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,Green,2,"May 10th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
209,Arabica,exportadora de cafe condor s.a,Colombia,1,various,68-0054,bonanza - armenia,68-0054,exportadora de cafe condor s.a,1650,huila,various,275,70 kg,AlmacafǸ,2016,"November 8th, 2016",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,,0,"November 8th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650,1650,1650
210,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-3729,bachue,3-37-3729,racafe & cia s.c.a,,guayata,,130,70 kg,AlmacafǸ,2016,"June 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,Blue-Green,0,"June 15th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
211,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-2623,bachue,3-37-2623,racafe & cia s.c.a,,huila,La Plata,275,70 kg,AlmacafǸ,2016,"May 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,Green,2,"May 5th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
212,Arabica,carcafe ltda ci,Colombia,1,,3-59-1694,bogota,3-59-1694,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,275,70 kg,AlmacafǸ,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,0,1,Green,4,"February 20th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1799,1799,1799
213,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-0278,bachue,3-37-0278,racafe & cia s.c.a,,huila,La Plata,275,70 kg,AlmacafǸ,2016,"January 10th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08,0,1,2,Green,5,"January 10th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
214,Arabica,carcafe ltda ci,Colombia,1,,3-59-1773,neiva,3-59-1773,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,25,70 kg,AlmacafǸ,2016,"February 11th, 2016",CARCAFE LTDA CI,,,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,0.11,0,0,Green,4,"February 10th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
215,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-4434,bachue,3-37-4434,racafe & cia s.c.a,1600,guayata,,43,70 kg,AlmacafǸ,2016,"August 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,Green,1,"August 5th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
216,Arabica,raǧl vargas,Colombia,1,,2,san josǸ / neiva,03-05-0846,skn caribecafe ltda,,huila,,275,70 kg,AlmacafǸ,2016,"February 20th, 2017",Raǧl Vargas,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,Green,6,"February 20th, 2018",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
217,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-1367,bachue,Mar-37,racafe & cia s.c.a,,la plata,,165,70 kg,AlmacafǸ,2016,"January 21st, 2016",Racafe & Cia S.C.A,,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,,1,"January 20th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
218,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-0059,bachue,3-37-0059,racafe & cia s.c.a,,huila,La Plata,230,70 kg,AlmacafǸ,2016,"November 8th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0,,0,"November 8th, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
219,Arabica,racafe & cia s.c.a,Colombia,1,,3-37-4378,bachue,3-37-4378,racafe & cia s.c.a,1600,guayata,,43,70 kg,AlmacafǸ,2016,"July 22nd, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,Green,4,"July 22nd, 2017",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
220,Arabica,exportadora de cafe condor s.a,Colombia,1,various,,trilladora agricola,3-68-0102,exportadora de cafe condor s.a,1550 msnm,santander,varios,275,70 kg,AlmacafǸ,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,85.25,0.11,0,0,Green,0,"April 7th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550,1550,1550
221,Arabica,carcafe ltda ci,Colombia,1,,,pasto,3-59-3115,carcafe ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,AlmacafǸ,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85.08,0,0,0,,0,"August 17th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2560,2560,2560
222,Arabica,racafe & cia s.c.a,Colombia,1,,,,3-37-4824,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,252,70 kg,AlmacafǸ,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84.92,0.12,0,0,Green,1,"October 25th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
223,Arabica,carcafe ltda ci,Colombia,1,,,neiva,3-59-2235,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,250,70 kg,AlmacafǸ,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,6,0,Green,0,"April 28th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
224,Arabica,racafe & cia s.c.a,Colombia,1,,,,3-37-0637,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,AlmacafǸ,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,0,0,Green,3,"November 18th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
225,Arabica,racafe & cia s.c.a,Colombia,1,,,,3-37-4823,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,248,70 kg,AlmacafǸ,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,4,0,Green,2,"October 25th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
226,Arabica,carcafe ltda ci,Colombia,1,,,neiva,3-59-2270,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,250,70 kg,AlmacafǸ,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,3,0,Green,0,"April 28th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
227,Arabica,racafe & cia s.c.a,Colombia,1,,,,3-37-4173,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,AlmacafǸ,2015,"August 18th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,0,0,Bluish-Green,0,"August 17th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
228,Arabica,federacion nacional de cafeteros,Colombia,1,,,,03/01/5274,federacion nacional de cafeteros,,huila,,275,2 kg,AlmacafǸ,2015,"August 18th, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,83.92,0,0,0,,0,"August 17th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
229,Arabica,racafe & cia s.c.a,Colombia,1,,,,3-37-0636,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,AlmacafǸ,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,0,0,Green,3,"November 18th, 2016",AlmacafǸ,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
